AR.STN09,0,0
AR.STN01,22.42007043,10.78579712
AR.STN02,23.49217172,-8.228346393
AR.STN03,10.89754034,-22.46126927
AR.STN04,-8.217815175,-23.68440153
AR.STN05,-22.42030505,-11.00821286
AR.STN06,-23.49214677,8.228417631
AR.STN07,-10.62943313,22.34992119
AR.STN08,8.39640267,23.5731745
